# -1,0,1,2,3,4,4,5,5,5,6,7
5.000000000000000000e+00 5.280898876404495068e-01 5.517241379310344751e-01 3.291139240506328889e-01 1.300000000000000044e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.575342465753424293e-01 2.200000000000000011e-01
5.000000000000000000e+00 3.595505617977527990e-01 6.206896551724137012e-01 3.417721518987341112e-01 2.700000000000000178e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.260273972602739878e-01 2.200000000000000011e-01
5.000000000000000000e+00 5.955056179775282121e-01 5.632183908045975684e-01 3.544303797468354444e-01 1.499999999999999944e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.260273972602739878e-01 2.200000000000000011e-01
6.000000000000000000e+00 5.280898876404495068e-01 3.563218390804597235e-01 4.556962025316454445e-01 1.300000000000000044e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.397260273972602329e-01 2.200000000000000011e-01
5.000000000000000000e+00 3.483146067415730518e-01 3.563218390804597235e-01 3.417721518987341112e-01 5.400000000000000355e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.575342465753424293e-01 2.200000000000000011e-01
0.000000000000000000e+00 4.494382022471910543e-01 3.103448275862069061e-01 4.430379746835443333e-01 1.700000000000000122e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 6.712328767123286744e-01 2.200000000000000011e-01
5.000000000000000000e+00 4.382022471910112515e-01 4.712643678160919891e-01 3.417721518987341112e-01 6.500000000000000222e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.260273972602739878e-01 2.200000000000000011e-01
6.000000000000000000e+00 4.157303370786516461e-01 3.678160919540230389e-01 4.810126582278480001e-01 2.000000000000000111e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.945205479452054353e-01 3.400000000000000244e-01
5.000000000000000000e+00 4.943820224719101541e-01 4.252873563218390607e-01 5.696202531645568889e-01 3.599999999999999867e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.712328767123286744e-01 2.200000000000000011e-01
0.000000000000000000e+00 3.258426966292135019e-01 2.988505747126437018e-01 4.936708860759493334e-01 1.499999999999999944e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.945205479452054353e-01 2.999999999999999889e-01
6.000000000000000000e+00 3.595505617977527990e-01 2.988505747126437018e-01 4.177215189873417778e-01 2.099999999999999922e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.260273972602739878e-01 2.700000000000000178e-01
6.000000000000000000e+00 3.483146067415730518e-01 2.758620689655172376e-01 4.810126582278480001e-01 2.000000000000000111e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.123287671232876317e-01 2.899999999999999800e-01
0.000000000000000000e+00 3.258426966292135019e-01 3.333333333333333148e-01 4.556962025316454445e-01 3.499999999999999778e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.260273972602739878e-01 2.500000000000000000e-01
5.000000000000000000e+00 5.505617977528090012e-01 3.103448275862069061e-01 3.924050632911392222e-01 4.600000000000000200e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.260273972602739878e-01 2.200000000000000011e-01
