# -1,0,1,2,3,4,5,6,7,8
0.000000000000000000e+00 4.328358208955194186e-01 4.375939849624059796e-01 1.000000000000000000e+00 2.523364485981308691e-01 3.517857142857145902e-01 9.661835748792270070e-03 3.085501858736059422e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.835820895522260798e-01 4.751879699248120481e-01 8.017817371937638882e-01 3.333333333333333703e-01 5.214285714285722406e-01 7.729468599033816056e-02 2.230483271375464094e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.208077260755061388e-01 4.210526315789473450e-01 7.906458797327393651e-01 3.894080996884735635e-01 5.678571428571412838e-01 6.280193236714975979e-02 2.184014869888475374e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.857769973661135054e-01 3.729323308270677817e-01 8.218262806236079632e-01 3.115264797507788508e-01 5.000000000000000000e-01 9.178743961352656133e-02 2.592936802973977439e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.752414398595277589e-01 3.819548872180449361e-01 8.062360801781737196e-01 2.959501557632399082e-01 5.839285714285704643e-01 8.856682769726248461e-02 2.453531598513011280e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.111501316944668361e-01 3.097744360902252581e-01 8.040089086859687484e-01 4.143302180685357605e-01 5.642857142857149455e-01 1.030595813204508854e-01 2.453531598513011280e-01 0.000000000000000000e+00 5.098039215686274161e-01
0.000000000000000000e+00 2.756804214222938754e-01 3.864661654135339575e-01 8.017817371937638882e-01 2.647975077881619121e-01 5.857142857142871861e-01 9.339774557165859969e-02 2.546468401486988720e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.813871817383670759e-01 3.639097744360901832e-01 8.040089086859687484e-01 2.367601246105918988e-01 6.124999999999989342e-01 9.178743961352656133e-02 2.611524163568772483e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.525021949078137595e-01 4.977443609022556004e-01 7.973273942093540567e-01 3.364485981308411588e-01 4.053571428571416391e-01 9.017713365539452297e-02 2.667286245353159835e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.809482001755867486e-01 3.413533834586466309e-01 8.017817371937638882e-01 3.333333333333333703e-01 5.678571428571412838e-01 9.178743961352656133e-02 2.760223048327137274e-01 0.000000000000000000e+00 2.156862745098039047e-01
0.000000000000000000e+00 2.001755926251007622e-01 2.992481203007519852e-01 7.706013363028952901e-01 3.956386292834891405e-01 6.053571428571427049e-01 1.078904991948470282e-01 2.472118959107806324e-01 0.000000000000000000e+00 4.705882352941175850e-01
0.000000000000000000e+00 2.844600526777867344e-01 3.112781954887218205e-01 8.151447661469932715e-01 3.052959501557632738e-01 5.714285714285729512e-01 9.661835748792270417e-02 2.908921933085502065e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.080772607550471776e-01 3.233082706766918779e-01 7.639198218262805984e-01 3.457943925233644133e-01 6.196428571428569398e-01 1.111111111111111049e-01 2.434944237918216237e-01 0.000000000000000000e+00 4.705882352941175850e-01
0.000000000000000000e+00 2.778753292361670901e-01 3.203007518796991970e-01 7.928730512249442253e-01 3.052959501557632738e-01 6.071428571428558740e-01 8.695652173913043237e-02 2.741635687732342230e-01 0.000000000000000000e+00 3.333333333333333703e-01
0.000000000000000000e+00 2.844600526777867344e-01 2.827067669172931286e-01 7.995545657015589169e-01 3.177570093457944278e-01 6.214285714285718853e-01 9.339774557165859969e-02 2.853159851301114713e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.835820895522260798e-01 3.127819548872179389e-01 7.884187082405345048e-01 2.928348909657321197e-01 6.124999999999989342e-01 9.339774557165859969e-02 2.750929368029739752e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.936786654960457099e-01 2.932330827067668455e-01 8.173719376391981317e-01 2.710280373831774892e-01 5.892857142857135244e-01 9.822866344605474254e-02 3.039033457249069592e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.745390693590820774e-01 5.458646616541353858e-01 8.574610244988863927e-01 1.869158878504672827e-01 2.767857142857135244e-01 2.415458937198067604e-02 3.457249070631970289e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.494293239683941010e-01 4.766917293233081665e-01 8.307349665924275151e-01 2.772585669781930662e-01 4.125000000000014211e-01 9.661835748792270070e-03 3.215613382899628059e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.721685689201081004e-01 3.443609022556388677e-01 7.884187082405345048e-01 4.361370716510902801e-01 5.214285714285722406e-01 8.695652173913043237e-02 2.797397769516727362e-01 0.000000000000000000e+00 1.372549019607843257e-01
0.000000000000000000e+00 2.787532923617277447e-01 3.142857142857142794e-01 7.906458797327393651e-01 3.738317757009345099e-01 5.250000000000003553e-01 8.695652173913043237e-02 2.871747211895909757e-01 0.000000000000000000e+00 3.725490196078431460e-01
0.000000000000000000e+00 3.735733099209852526e-01 6.075187969924811249e-01 8.351893095768373465e-01 0.000000000000000000e+00 3.946428571428555188e-01 4.830917874396135035e-03 3.317843866171003020e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.726075504828742169e-01 3.082706766917291397e-01 8.062360801781737196e-01 3.115264797507788508e-01 5.321428571428583609e-01 9.500805152979065193e-02 3.039033457249069592e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.791922739244938612e-01 3.127819548872179389e-01 7.951002227171490855e-01 3.302180685358255818e-01 5.732142857142843440e-01 9.983896940418679478e-02 2.936802973977694631e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.655838454784884561e-01 3.984962406015037928e-01 7.795100222717148419e-01 2.679127725856697007e-01 5.428571428571427049e-01 8.051529790660225117e-02 2.788104089219329840e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.848990342405670617e-01 3.383458646616541721e-01 7.884187082405345048e-01 2.866043613707165427e-01 5.696428571428580057e-01 1.046698872785829237e-01 2.881040892193307279e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.976294995610118121e-01 3.729323308270677817e-01 7.750556792873051215e-01 3.489096573208722019e-01 5.053571428571430602e-01 9.500805152979065193e-02 2.788104089219329840e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.660228270412545726e-01 3.218045112781953154e-01 7.750556792873051215e-01 3.239875389408100048e-01 5.767857142857160113e-01 9.017713365539452297e-02 2.788104089219329840e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.866549604916457383e-01 2.751879699248120925e-01 7.839643652561246734e-01 3.551401869158877789e-01 5.964285714285733064e-01 9.178743961352656133e-02 2.890334572490704801e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.936786654960457099e-01 3.533834586466164662e-01 7.772828507795099817e-01 3.084112149532710623e-01 5.446428571428576504e-01 9.661835748792270417e-02 2.843866171003717191e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.866549604916457383e-01 2.887218045112782683e-01 7.928730512249442253e-01 3.146417445482866393e-01 5.839285714285704643e-01 9.822866344605474254e-02 3.029739776951672070e-01 0.000000000000000000e+00 2.745098039215686514e-01
0.000000000000000000e+00 2.774363476734009737e-01 3.172932330827067382e-01 7.795100222717148419e-01 2.647975077881619121e-01 6.178571428571419943e-01 9.017713365539452297e-02 2.899628252788104543e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.897278314310796077e-01 3.187969924812028566e-01 7.750556792873051215e-01 2.928348909657321197e-01 5.642857142857149455e-01 9.822866344605474254e-02 2.908921933085502065e-01 2.857142857142856707e-02 4.313725490196078094e-01
0.000000000000000000e+00 2.800702370500403049e-01 2.766917293233082109e-01 7.728285077951002613e-01 3.395638629283488363e-01 6.392857142857142350e-01 9.661835748792270417e-02 2.899628252788104543e-01 0.000000000000000000e+00 1.176470588235293963e-01
0.000000000000000000e+00 2.932396839332653826e-01 2.947368421052629639e-01 7.884187082405345048e-01 3.271028037383177933e-01 5.607142857142868309e-01 9.178743961352656133e-02 3.085501858736059422e-01 0.000000000000000000e+00 0.000000000000000000e+00
