score,dataset,feature_count,dataset_size,number_of_classes,model,ensemble,ensemble_size,voting_system
0.830946034545,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Bagging,1,Majority Voting
0.844488605534,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Bagging,3,Majority Voting
0.836110960391,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Bagging,5,Majority Voting
0.832996925303,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Bagging,10,Majority Voting
0.841352640622,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Bagging,20,Majority Voting
0.840289044131,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Bagging,30,Majority Voting
0.843435973956,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Bagging,40,Majority Voting
0.842372377464,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Bagging,50,Majority Voting
0.843414496292,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Bagging,60,Majority Voting
0.840332451619,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Bagging,70,Majority Voting
0.847602640622,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Bagging,80,Majority Voting
0.840310747875,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Bagging,90,Majority Voting
0.845530272201,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Bagging,100,Majority Voting
0.696367335865,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Subspace,1,Majority Voting
0.713979019714,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Subspace,3,Majority Voting
0.733999819135,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Subspace,5,Majority Voting
0.732849181588,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Subspace,10,Majority Voting
0.744362339483,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Subspace,20,Majority Voting
0.748529458311,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Subspace,30,Majority Voting
0.756787393742,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Subspace,40,Majority Voting
0.748540423223,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Subspace,50,Majority Voting
0.753716540061,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Subspace,60,Majority Voting
0.754780136553,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Subspace,70,Majority Voting
0.757915875384,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Subspace,80,Majority Voting
0.758968506963,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Subspace,90,Majority Voting
0.755843054802,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Subspace,100,Majority Voting
0.84864475945,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Networks,1,Majority Voting
0.84864475945,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Networks,3,Majority Voting
0.84864475945,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Networks,5,Majority Voting
0.84864475945,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Networks,10,Majority Voting
0.84864475945,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Networks,20,Majority Voting
0.84864475945,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Networks,30,Majority Voting
0.84864475945,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Networks,40,Majority Voting
0.84864475945,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Networks,50,Majority Voting
0.84864475945,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Networks,60,Majority Voting
0.84864475945,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Networks,70,Majority Voting
0.84864475945,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Networks,80,Majority Voting
0.84864475945,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Networks,90,Majority Voting
0.84864475945,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Random Networks,100,Majority Voting
0.842285788569,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Bagging,1,Arithmetic Mean
0.839214934889,tic_tac_toe_OHE,27,958,2,Extreme Learning Machine,Bagging,3,Arithmetic Mean
